trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
186,False,"{'a': 0.5, 'e': 0.005376344086021506}",20,0,27.765190961217595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.0053475935828877}",20,0,-22.22602866884715,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.005319148936170213}",25,12,18.81705867435478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.005291005291005291}",20,16,9.702260688388028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.005263157894736842}",20,6,21.636415859998785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.005235602094240838}",20,9,22.101725431501592,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.005208333333333333}",20,13,13.729773305063976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.0051813471502590676}",25,15,17.023027904296658,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.005154639175257732}",30,10,25.152487188184015,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.005128205128205128}",20,12,13.140894059469314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.00510204081632653}",20,13,13.4836293335458,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.005076142131979695}",25,13,26.3067192359165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.005050505050505051}",30,10,20.382321878821177,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.005025125628140704}",20,14,13.199768790797368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.005}",25,11,29.016914458603395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.004975124378109453}",20,8,21.35861204094486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,19.45834647076034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,5,31.536897429360916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,9,18.77159716064184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,20.900562720272024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,8,26.002008831316648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,9.399952331148697,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,14,22.423516487784028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,17,14.37362104245112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,14.970623951049417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,15,35.01645404780842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
